calculatedMeasurements_id,value,trait_id,standard_id,method_id,geno_id,filter_id,location_id,dataset_id
4399,4.65539014845769,54,82,33,128,1,57,12
4400,2.23216634288413,55,82,33,128,1,57,12
4401,27.6211603870811,45,79,33,128,1,57,12
4402,6.58293159722967,46,79,33,128,1,57,12
4403,0.885209082838023,67,90,33,128,1,57,12
4404,0.538109873257442,66,90,33,128,1,57,12
4405,2.54959224496076,49,82,5,198,1,57,12
4406,9.97388748395343,31,79,5,198,1,57,12
4407,0.634784619285034,64,90,5,198,1,57,12
4408,14.9765685547496,54,82,33,198,1,57,12
4409,3.54025500703938,55,82,33,198,1,57,12
4410,60.4120007602405,45,79,33,198,1,57,12
4411,17.0697091031201,46,79,33,198,1,57,12
4412,1.08470546088866,67,90,33,198,1,57,12
4413,0.765085937569854,66,90,33,198,1,57,12
4414,0.930890636624509,49,82,5,126,1,57,12
4415,3.35539523743791,31,79,5,126,1,57,12
4416,0.392708248549201,64,90,5,126,1,57,12
4417,11.5959782755612,54,82,33,126,1,57,12
4418,2.42466439219758,55,82,33,126,1,57,12
4419,35.2102755525989,45,79,33,126,1,57,12
4420,4.48379087427732,46,79,33,126,1,57,12
4421,0.946648793847937,67,90,33,126,1,57,12
4422,0.453195256685479,66,90,33,126,1,57,12
4423,2.47849524388837,49,82,5,202,1,57,12
4424,8.91111163684444,31,79,5,202,1,57,12
4425,0.608154874083722,64,90,5,202,1,57,12
4426,15.2147132630115,54,82,33,202,1,57,12
4427,3.48918216660035,55,82,33,202,1,57,12
4428,59.9659801538156,45,79,33,202,1,57,12
4429,9.98289282253715,46,79,33,202,1,57,12
4430,1.08279974733909,67,90,33,202,1,57,12
4431,0.63499903356472,66,90,33,202,1,57,12
4432,1.83295635818195,49,82,5,191,1,57,12
4433,7.57828838901936,31,79,5,191,1,57,12
4434,0.570383519587825,64,90,5,191,1,57,12
4435,10.7440937071867,54,82,33,191,1,57,12
4436,1.33681053807952,55,82,33,191,1,57,12
4437,46.5714843974574,45,79,33,191,1,57,12
4438,7.60254080250873,46,79,33,191,1,57,12
4439,1.01795378628837,67,90,33,191,1,57,12
4440,0.571122078914943,66,90,33,191,1,57,12
4441,2.29980265054364,54,82,33,198,1,58,12
4442,0.913018928478874,55,82,33,198,1,58,12
4443,19.9926793395924,45,79,33,198,1,58,12
4444,5.15094325088394,46,79,33,198,1,58,12
4445,0.804247706722205,67,90,33,198,1,58,12
4446,0.4832953175959,66,90,33,198,1,58,12
4447,0.763464163184628,49,82,5,217,1,58,12
4448,4.70148968704432,31,79,5,217,1,58,12
4449,0.463404817911695,64,90,5,217,1,58,12
4450,9.57480744549562,54,82,33,217,1,58,12
4451,1.20608699690078,55,82,33,217,1,58,12
4452,39.187939626835,45,79,33,217,1,58,12
4453,4.61405777386334,46,79,33,217,1,58,12
4454,0.973879270708355,67,90,33,217,1,58,12
4455,0.45935246630322,66,90,33,217,1,58,12
4456,1.86639232156936,55,82,33,201,1,58,12
4457,2.23520699155622,46,79,33,201,1,58,12
4458,0.314418974865571,66,90,33,201,1,58,12
4459,0.560240918537186,49,82,5,191,1,58,12
4460,3.29632638800959,31,79,5,191,1,58,12
4461,0.38911885252606,64,90,5,191,1,58,12
4462,3.75680621481206,54,82,33,191,1,58,12
4463,0.830479749871579,55,82,33,191,1,58,12
4464,24.9244750207711,45,79,33,191,1,58,12
4465,3.75609649968345,46,79,33,191,1,58,12
4466,0.859361314892393,67,90,33,191,1,58,12
4467,0.415831190745553,66,90,33,191,1,58,12
4468,1.82360743611425,54,82,33,217,1,58,12
4469,0.926927575391016,55,82,33,217,1,58,12
4470,6.8788213838766,45,79,33,217,1,58,12
4471,4.42374735155335,46,79,33,217,1,58,12
4472,0.548128351129162,67,90,33,217,1,58,12
4473,0.450307430266728,66,90,33,217,1,58,12
4474,2.32955213237876,49,82,5,129,1,58,12
4475,0.646774442056852,64,90,5,129,1,58,12
4476,10.0491357482675,54,82,33,129,1,58,12
4477,2.95666187277133,55,82,33,129,1,58,12
4478,1.28059875214472,67,90,33,129,1,58,12
4479,0.73824259559172,66,90,33,129,1,58,12
4480,0.598072590449568,49,82,5,196,1,58,12
4481,5.91889019898977,31,79,5,196,1,58,12
4482,0.514116160454869,64,90,5,196,1,58,12
4483,1.28895810858037,54,82,33,196,1,58,12
4484,0.847510985767692,55,82,33,196,1,58,12
4485,23.8538744534619,45,79,33,196,1,58,12
4486,5.33994806931712,46,79,33,196,1,58,12
4487,0.848345958174379,67,90,33,196,1,58,12
4488,0.491226070118245,66,90,33,196,1,58,12
4489,0.272829666603369,49,82,5,217,1,58,12
4490,2.24114750328071,31,79,5,217,1,58,12
4491,0.314903000929334,64,90,5,217,1,58,12
4492,1.59635144495858,54,82,33,217,1,58,12
4493,0.451750243833154,55,82,33,217,1,58,12
4494,13.3289129323329,45,79,33,217,1,58,12
4495,2.83727613676382,46,79,33,217,1,58,12
4496,0.70449360507403,67,90,33,217,1,58,12
4497,0.359394855462836,66,90,33,217,1,58,12
4498,2.56874894041429,49,82,5,192,1,58,12
4499,8.90030929873284,31,79,5,192,1,58,12
4500,0.607869737251177,64,90,5,192,1,58,12
4501,10.0942680292585,54,82,33,192,1,58,12
4502,2.66339248623315,55,82,33,192,1,58,12
4503,29.9411909998124,45,79,33,192,1,58,12
4504,3.84339067636213,46,79,33,192,1,58,12
4505,0.905568373558818,67,90,33,192,1,58,12
4506,0.420607093530045,66,90,33,192,1,58,12
4507,1.17132583990446,49,82,5,198,1,58,12
4508,5.05787687300923,31,79,5,198,1,58,12
4509,0.479299595407512,64,90,5,198,1,58,12
4510,4.77494069304219,54,82,33,198,1,58,12
4511,2.21683383378377,55,82,33,198,1,58,12
4512,30.8216986392033,45,79,33,198,1,58,12
4513,8.56048387534008,46,79,33,198,1,58,12
4514,0.91289824185723,67,90,33,198,1,58,12
4515,0.598736684361079,66,90,33,198,1,58,12
4516,1.25646569499176,49,82,5,201,1,58,12
4517,3.96343418807952,31,79,5,201,1,58,12
4518,0.427034749752098,64,90,5,201,1,58,12
4519,5.76159498959484,54,82,33,201,1,58,12
4520,1.80877031137028,55,82,33,201,1,58,12
4521,31.5932215715942,45,79,33,201,1,58,12
4522,7.46599392982687,46,79,33,201,1,58,12
4523,0.919156156137113,67,90,33,201,1,58,12
4524,0.56693625698081,66,90,33,201,1,58,12
4525,1.30690344634833,49,82,5,128,1,58,12
4526,3.64938759081382,31,79,5,128,1,58,12
4527,0.409871430847186,64,90,5,128,1,58,12
4528,3.37709841451399,54,82,33,128,1,58,12
4529,4.54271731653829,55,82,33,128,1,58,12
4530,20.2626432077926,45,79,33,128,1,58,12
4531,5.72780899014718,46,79,33,128,1,58,12
4532,0.807585084212747,67,90,33,128,1,58,12
4533,0.50678145171279,66,90,33,128,1,58,12
4534,1.69878719205593,49,82,5,129,1,58,12
4535,6.79984449655552,31,79,5,129,1,58,12
4536,0.545491760176064,64,90,5,129,1,58,12
4537,5.30781196587762,54,82,33,129,1,58,12
4538,2.68375367766212,55,82,33,129,1,58,12
4539,37.2513757918106,45,79,33,129,1,58,12
4540,10.3006460473093,46,79,33,129,1,58,12
4541,0.960975494768812,67,90,33,129,1,58,12
4542,0.642453923533348,66,90,33,129,1,58,12
4543,0.586752871506388,54,82,33,192,1,58,12
4544,3.77420522784112,45,79,33,192,1,58,12
4545,0.416829160621091,67,90,33,192,1,58,12
4546,0.492749860036403,49,82,5,191,1,58,12
4547,1.37012580040788,31,79,5,191,1,58,12
4548,0.232101760750503,64,90,5,191,1,58,12
4549,0.66668571477776,54,82,33,191,1,58,12
4550,2.41138676420125,45,79,33,191,1,58,12
4551,0.328404156303508,67,90,33,191,1,58,12
4552,4.1034421609958,49,82,5,201,1,58,12
4553,13.3682434365662,31,79,5,201,1,58,12
4554,0.705209722752542,64,90,5,201,1,58,12
4555,17.7493639069562,54,82,33,201,1,58,12
4556,6.1904841726428,55,82,33,201,1,58,12
4557,72.9893290385592,45,79,33,201,1,58,12
4558,26.3309440545076,46,79,33,201,1,58,12
4559,1.1334241181705,67,90,33,201,1,58,12
4560,0.873160737714085,66,90,33,201,1,58,12
4561,9.72058823529411,51,77,21,129,20,59,13
4562,1.33634702162416,50,83,21,129,20,59,13
4563,0.647391823862412,48,61,21,129,20,59,13
4564,-2.6864046005655,47,93,19,126,20,59,13
4565,5.04411764705882,51,77,21,126,20,59,13
4566,0.988461228112644,50,83,21,126,20,59,13
4567,0.510848455241931,48,61,21,126,20,59,13
4568,-1.36302610207397,47,93,19,198,20,59,13
4569,7.67647058823528,51,77,21,198,20,59,13
4570,1.39420097861157,50,83,21,198,20,59,13
4571,0.753481604655996,48,61,21,198,20,59,13
4572,23.8676470588235,51,77,21,192,20,59,13
4573,7.75427129916294,50,83,21,192,20,59,13
4574,3.80785690153534,48,61,21,192,20,59,13
4575,-2.07853775511175,47,93,19,127,20,59,13
4576,4.95588235294117,51,77,21,127,20,59,13
4577,0.964554759233393,50,83,21,127,20,59,13
4578,0.622051255546777,48,61,21,127,20,59,13
4579,-3.05190651535995,47,93,19,128,20,59,13
4580,7.58823529411765,51,77,21,128,20,59,13
4581,1.08496358223015,50,83,21,128,20,59,13
4582,0.734938043013816,48,61,21,128,20,59,13
4583,-1.15956729118314,47,93,19,196,20,59,13
4584,5.67647058823528,51,77,21,196,20,59,13
4585,1.16920094505361,50,83,21,196,20,59,13
4586,0.790484694086518,48,61,21,196,20,59,13
4587,-0.847921112081851,47,93,19,200,20,59,13
4588,4.10294117647059,51,77,21,200,20,59,13
4589,0.687835905527341,50,83,21,200,20,59,13
4590,0.741674109991068,48,61,21,200,20,59,13
4591,-2.01169961689123,47,93,19,201,20,59,13
4592,6.3235294117647,51,77,21,201,20,59,13
4593,1.26142617429976,50,83,21,201,20,59,13
4594,0.671073905525279,48,61,21,201,20,59,13
4595,-1.09218351345041,47,93,19,202,20,59,13
4596,23.7794117647059,51,77,21,202,20,59,13
4597,4.38572699459718,50,83,21,202,20,59,13
4598,1.56207132396413,48,61,21,202,20,59,13
4599,-1.51143719440157,47,93,19,203,20,59,13
4600,11.0441176470588,51,77,21,203,20,59,13
4601,1.96095838903743,50,83,21,203,20,59,13
4602,0.963121797074983,48,61,21,203,20,59,13
4603,12.1470588235294,51,77,21,191,20,59,13
4604,1.43311217833051,50,83,21,191,20,59,13
4605,0.624014118130556,48,61,21,191,20,59,13
4606,5.95588235294118,51,77,21,129,20,59,13
4607,0.910128721415217,50,83,21,129,20,59,13
4608,0.596662227303264,48,61,21,129,20,59,13
4609,-2.57994028839932,47,93,19,126,20,59,13
4610,2.98529411764706,51,77,21,126,20,59,13
4611,0.684072895886128,50,83,21,126,20,59,13
4612,0.625192485371113,48,61,21,126,20,59,13
4613,-2.38059750173398,47,93,19,198,20,59,13
4614,7.33823529411766,51,77,21,198,20,59,13
4615,1.29012575494333,50,83,21,198,20,59,13
4616,0.685176031196793,48,61,21,198,20,59,13
4617,4.92647058823529,51,77,21,192,20,59,13
4618,1.00560738686166,50,83,21,192,20,59,13
4619,0.691434468524252,48,61,21,192,20,59,13
4620,-1.73332629285978,47,93,19,127,20,59,13
4621,4.38235294117647,51,77,21,127,20,59,13
4622,0.77591234794201,50,83,21,127,20,59,13
4623,0.353330076689226,48,61,21,127,20,59,13
4624,-1.06011174821273,47,93,19,128,20,59,13
4625,5.36764705882352,51,77,21,128,20,59,13
4626,1.22661038821378,50,83,21,128,20,59,13
4627,0.909154312131355,48,61,21,128,20,59,13
4628,-1.65473512233411,47,93,19,196,20,59,13
4629,2.74999999999999,51,77,21,196,20,59,13
4630,0.604927408710953,50,83,21,196,20,59,13
4631,0.521030693444485,48,61,21,196,20,59,13
4632,-1.73067808776557,47,93,19,200,20,59,13
4633,3.39705882352941,51,77,21,200,20,59,13
4634,0.659751179555139,50,83,21,200,20,59,13
4635,0.489348721338146,48,61,21,200,20,59,13
4636,-2.78049962839134,47,93,19,201,20,59,13
4637,8.29411764705882,51,77,21,201,20,59,13
4638,1.41489553856343,50,83,21,201,20,59,13
4639,0.707266790062149,48,61,21,201,20,59,13
4640,-2.03508176924012,47,93,19,202,20,59,13
4641,4.79411764705882,51,77,21,202,20,59,13
4642,0.984418408020291,50,83,21,202,20,59,13
4643,0.568832184036405,48,61,21,202,20,59,13
4644,-1.9921491060918,47,93,19,203,20,59,13
4645,5.60294117647059,51,77,21,203,20,59,13
4646,1.13557786308686,50,83,21,203,20,59,13
4647,0.63539818286126,48,61,21,203,20,59,13
4648,-2.69874753625629,47,93,19,191,20,59,13
4649,5.32352941176471,51,77,21,191,20,59,13
4650,0.91880038173364,50,83,21,191,20,59,13
4651,0.563754041275517,48,61,21,191,20,59,13
4652,12.1176470588235,51,77,21,129,21,59,13
4653,1.06220608860655,50,83,21,129,21,59,13
4654,0.705909766912707,48,61,21,129,21,59,13
4655,5.6470588235294,51,77,21,126,21,59,13
4656,1.23920535956318,50,83,21,126,21,59,13
4657,0.812994359851627,48,61,21,126,21,59,13
4658,10.5,51,77,21,198,21,59,13
4659,2.07838479809976,50,83,21,198,21,59,13
4660,0.846091861402096,48,61,21,198,21,59,13
4661,19.0735294117647,51,77,21,192,21,59,13
4662,5.35021862882601,50,83,21,192,21,59,13
4663,2.6702407128328,48,61,21,192,21,59,13
4664,5.52941176470587,51,77,21,127,21,59,13
4665,1.19477350144898,50,83,21,127,21,59,13
4666,0.693517090769582,48,61,21,127,21,59,13
4667,6.19117647058824,51,77,21,128,21,59,13
4668,1.36489781097624,50,83,21,128,21,59,13
4669,0.856317630786755,48,61,21,128,21,59,13
4670,8.44117647058823,51,77,21,196,21,59,13
4671,1.75346416090325,50,83,21,196,21,59,13
4672,0.991679566563467,48,61,21,196,21,59,13
4673,5.89705882352942,51,77,21,200,21,59,13
4674,1.32399165323965,50,83,21,200,21,59,13
4675,0.962942329119762,48,61,21,200,21,59,13
4676,14.3823529411765,51,77,21,201,21,59,13
4677,3.78283875359718,50,83,21,201,21,59,13
4678,2.09045827633379,48,61,21,201,21,59,13
4679,6.9264705882353,51,77,21,202,21,59,13
4680,1.40839174221946,50,83,21,202,21,59,13
4681,0.791506180806227,48,61,21,202,21,59,13
4682,9.30882352941176,51,77,21,203,21,59,13
4683,1.55276455870088,50,83,21,203,21,59,13
4684,0.886470196115776,48,61,21,203,21,59,13
4685,12.8088235294118,51,77,21,191,21,59,13
4686,2.03735064886461,50,83,21,191,21,59,13
4687,0.870046429113692,48,61,21,191,21,59,13
4688,13.6617647058824,51,77,21,129,22,59,13
4689,1.67157282587573,50,83,21,129,22,59,13
4690,0.910238170822997,48,61,21,129,22,59,13
4691,7.48529411764705,51,77,21,126,22,59,13
4692,1.58620345786121,50,83,21,126,22,59,13
4693,0.877525687883593,48,61,21,126,22,59,13
4694,12.8235294117647,51,77,21,198,22,59,13
4695,2.64130368934391,50,83,21,198,22,59,13
4696,0.864352211631485,48,61,21,198,22,59,13
4697,7.88235294117648,51,77,21,192,22,59,13
4698,1.82293083745987,50,83,21,192,22,59,13
4699,1.00488946215916,48,61,21,192,22,59,13
4700,10.1764705882353,51,77,21,127,22,59,13
4701,1.41951047401804,50,83,21,127,22,59,13
4702,0.713187370399839,48,61,21,127,22,59,13
4703,12.7794117647059,51,77,21,128,22,59,13
4704,2.03558645503439,50,83,21,128,22,59,13
4705,1.11591091204208,48,61,21,128,22,59,13
4706,7.60294117647059,51,77,21,196,22,59,13
4707,1.72441396608541,50,83,21,196,22,59,13
4708,1.32225063938619,48,61,21,196,22,59,13
4709,11.3970588235294,51,77,21,200,22,59,13
4710,2.36797399200694,50,83,21,200,22,59,13
4711,1.21439092419067,48,61,21,200,22,59,13
4712,8.64705882352941,51,77,21,201,22,59,13
4713,1.95237273053272,50,83,21,201,22,59,13
4714,1.05310666466075,48,61,21,201,22,59,13
4715,10.4705882352941,51,77,21,202,22,59,13
4716,1.85156290632964,50,83,21,202,22,59,13
4717,0.88914641943734,48,61,21,202,22,59,13
4718,10.4705882352941,51,77,21,203,22,59,13
4719,2.09286192990088,50,83,21,203,22,59,13
4720,1.03576894206095,48,61,21,203,22,59,13
4721,12.0294117647059,51,77,21,191,22,59,13
4722,2.13742213303232,50,83,21,191,22,59,13
4723,1.07386286062363,48,61,21,191,22,59,13
4724,7.95588235294117,51,77,21,129,21,59,13
4725,1.05740063170404,50,83,21,129,21,59,13
4726,0.630118988827908,48,61,21,129,21,59,13
4727,7.11764705882353,51,77,21,126,21,59,13
4728,1.26874279123414,50,83,21,126,21,59,13
4729,0.757680121228819,48,61,21,126,21,59,13
4730,9.23529411764706,51,77,21,198,21,59,13
4731,1.88513862372873,50,83,21,198,21,59,13
4732,0.874554367201426,48,61,21,198,21,59,13
4733,7.98529411764706,51,77,21,192,21,59,13
4734,1.87360256162531,50,83,21,192,21,59,13
4735,1.12468931234466,48,61,21,192,21,59,13
4736,15.5294117647059,51,77,21,127,21,59,13
4737,2.0460358056266,50,83,21,127,21,59,13
4738,1.02450268931956,48,61,21,127,21,59,13
4739,11.5294117647059,51,77,21,128,21,59,13
4740,1.75726440553359,50,83,21,128,21,59,13
4741,1.05387676094204,48,61,21,128,21,59,13
4742,9.91176470588235,51,77,21,196,21,59,13
4743,2.05170041521059,50,83,21,196,21,59,13
4744,1.13057656049759,48,61,21,196,21,59,13
4745,5.48529411764706,51,77,21,200,21,59,13
4746,1.28611819874492,50,83,21,200,21,59,13
4747,1.10368090898331,48,61,21,200,21,59,13
4748,9.19117647058824,51,77,21,201,21,59,13
4749,2.01737850539689,50,83,21,201,21,59,13
4750,1.14546067679315,48,61,21,201,21,59,13
4751,14.9852941176471,51,77,21,202,21,59,13
4752,2.57922446086868,50,83,21,202,21,59,13
4753,0.962261228899188,48,61,21,202,21,59,13
4754,10.1176470588235,51,77,21,203,21,59,13
4755,1.98152116310684,50,83,21,203,21,59,13
4756,0.985453107901386,48,61,21,203,21,59,13
4757,14.6323529411765,51,77,21,191,21,59,13
4758,2.40901431366093,50,83,21,191,21,59,13
4759,1.16918521303847,48,61,21,191,21,59,13
4760,15.75,51,77,21,129,21,59,13
4761,1.81138585393905,50,83,21,129,21,59,13
4762,0.801771533292608,48,61,21,129,21,59,13
4763,5.01470588235294,51,77,21,126,21,59,13
4764,1.14884441749208,50,83,21,126,21,59,13
4765,0.787732623680953,48,61,21,126,21,59,13
4766,6.58823529411765,51,77,21,198,21,59,13
4767,1.41743444365698,50,83,21,198,21,59,13
4768,0.744685802432198,48,61,21,198,21,59,13
4769,9.66176470588234,51,77,21,192,21,59,13
4770,1.29688116857481,50,83,21,192,21,59,13
4771,0.742071021957169,48,61,21,192,21,59,13
4772,7.95588235294118,51,77,21,127,21,59,13
4773,1.52411539328375,50,83,21,127,21,59,13
4774,0.912895278593366,48,61,21,127,21,59,13
4775,10.5441176470588,51,77,21,128,21,59,13
4776,1.79903048064474,50,83,21,128,21,59,13
4777,0.832605625952214,48,61,21,128,21,59,13
4778,5.83823529411765,51,77,21,196,21,59,13
4779,1.32989414444593,50,83,21,196,21,59,13
4780,0.855795264455827,48,61,21,196,21,59,13
4781,7.33823529411764,51,77,21,200,21,59,13
4782,1.50035479331786,50,83,21,200,21,59,13
4783,0.819914558001971,48,61,21,200,21,59,13
4784,8.9264705882353,51,77,21,201,21,59,13
4785,1.88242736993574,50,83,21,201,21,59,13
4786,0.90011803854344,48,61,21,201,21,59,13
4787,7.95588235294117,51,77,21,202,21,59,13
4788,1.49238085780176,50,83,21,202,21,59,13
4789,0.863362165267625,48,61,21,202,21,59,13
4790,7.82352941176471,51,77,21,203,21,59,13
4791,1.41193456267185,50,83,21,203,21,59,13
4792,0.764389781315555,48,61,21,203,21,59,13
4793,10.6323529411765,51,77,21,191,21,59,13
4794,1.79691616379525,50,83,21,191,21,59,13
4795,0.996751939737177,48,61,21,191,21,59,13
4796,16.6617647058823,51,77,21,129,22,59,13
4797,1.80634916585888,50,83,21,129,22,59,13
4798,1.50785200958211,48,61,21,129,22,59,13
4799,6.79411764705882,51,77,21,126,22,59,13
4800,1.3472372887287,50,83,21,126,22,59,13
4801,0.73117925603302,48,61,21,126,22,59,13
4802,7.52941176470588,51,77,21,198,22,59,13
4803,1.64757369030763,50,83,21,198,22,59,13
4804,1.32048610394701,48,61,21,198,22,59,13
4805,10.4411764705882,51,77,21,192,22,59,13
4806,2.11488281761965,50,83,21,192,22,59,13
4807,1.1338013324561,48,61,21,192,22,59,13
4808,13.6029411764706,51,77,21,127,22,59,13
4809,2.19437670212463,50,83,21,127,22,59,13
4810,1.08788717022318,48,61,21,127,22,59,13
4811,8.50000000000001,51,77,21,128,22,59,13
4812,1.89478377173429,50,83,21,128,22,59,13
4813,1.04486785494776,48,61,21,128,22,59,13
4814,13.3970588235294,51,77,21,196,22,59,13
4815,2.33479589116929,50,83,21,196,22,59,13
4816,1.23623316633103,48,61,21,196,22,59,13
4817,10.8088235294118,51,77,21,200,22,59,13
4818,1.93463818317734,50,83,21,200,22,59,13
4819,1.31494203520824,48,61,21,200,22,59,13
4820,8.70588235294117,51,77,21,201,22,59,13
4821,1.95374379554335,50,83,21,201,22,59,13
4822,1.40621585413361,48,61,21,201,22,59,13
4823,9.17647058823529,51,77,21,202,22,59,13
4824,1.94375568486238,50,83,21,202,22,59,13
4825,1.08366445302731,48,61,21,202,22,59,13
4826,10.5441176470588,51,77,21,203,22,59,13
4827,2.0916718204838,50,83,21,203,22,59,13
4828,1.06960008592603,48,61,21,203,22,59,13
4829,13.7205882352941,51,77,21,191,22,59,13
4830,2.51985091557284,50,83,21,191,22,59,13
4831,1.29256601368762,48,61,21,191,22,59,13
4832,10.6176470588236,51,77,21,129,22,59,13
4833,1.24241131041698,50,83,21,129,22,59,13
4834,0.910448212898607,48,61,21,129,22,59,13
4835,6.47058823529411,51,77,21,126,22,59,13
4836,1.40359831568202,50,83,21,126,22,59,13
4837,0.933168190841377,48,61,21,126,22,59,13
4838,9.63235294117646,51,77,21,198,22,59,13
4839,1.98523349983027,50,83,21,198,22,59,13
4840,1.1435774594772,48,61,21,198,22,59,13
4841,8.47058823529412,51,77,21,192,22,59,13
4842,1.88949101835693,50,83,21,192,22,59,13
4843,0.945167176444334,48,61,21,192,22,59,13
4844,16.6470588235294,51,77,21,127,22,59,13
4845,2.67293815406702,50,83,21,127,22,59,13
4846,1.24799901218453,48,61,21,127,22,59,13
4847,6.4264705882353,51,77,21,128,22,59,13
4848,1.47531464376384,50,83,21,128,22,59,13
4849,1.01524021931047,48,61,21,128,22,59,13
4850,9.86764705882353,51,77,21,196,22,59,13
4851,2.26686125863164,50,83,21,196,22,59,13
4852,1.29769161741498,48,61,21,196,22,59,13
4853,7.79411764705883,51,77,21,200,22,59,13
4854,1.76257748689707,50,83,21,200,22,59,13
4855,1.14484689292873,48,61,21,200,22,59,13
4856,14.3382352941176,51,77,21,201,22,59,13
4857,2.89836977847537,50,83,21,201,22,59,13
4858,1.13669219074977,48,61,21,201,22,59,13
4859,12.9558823529412,51,77,21,202,22,59,13
4860,2.45609144131586,50,83,21,202,22,59,13
4861,0.999373831606076,48,61,21,202,22,59,13
4862,7.02941176470588,51,77,21,203,22,59,13
4863,1.53816449993564,50,83,21,203,22,59,13
4864,1.04791469360553,48,61,21,203,22,59,13
4865,19.75,51,77,21,191,22,59,13
4866,2.79428409734012,50,83,21,191,22,59,13
4867,1.23762376237624,48,61,21,191,22,59,13
4868,12.9264705882353,51,77,21,129,21,59,13
4869,1.80084572140364,50,83,21,129,21,59,13
4870,0.852725812272267,48,61,21,129,21,59,13
4871,5.27941176470588,51,77,21,126,21,59,13
4872,1.10263403607057,50,83,21,126,21,59,13
4873,0.659184887589697,48,61,21,126,21,59,13
4874,9.97058823529412,51,77,21,198,21,59,13
4875,1.63425475090872,50,83,21,198,21,59,13
4876,0.775137078076197,48,61,21,198,21,59,13
4877,6.26470588235294,51,77,21,192,21,59,13
4878,1.45083508160096,50,83,21,192,21,59,13
4879,0.833183386401509,48,61,21,192,21,59,13
4880,10.8235294117647,51,77,21,127,21,59,13
4881,1.86259325619768,50,83,21,127,21,59,13
4882,0.765238221985627,48,61,21,127,21,59,13
4883,10.8088235294118,51,77,21,128,21,59,13
4884,1.70863476595191,50,83,21,128,21,59,13
4885,0.798052534658282,48,61,21,128,21,59,13
4886,5.20588235294118,51,77,21,196,21,59,13
4887,1.15943927682432,50,83,21,196,21,59,13
4888,0.854824688496088,48,61,21,196,21,59,13
4889,8.97058823529411,51,77,21,200,21,59,13
4890,1.87473108365603,50,83,21,200,21,59,13
4891,0.892418248636501,48,61,21,200,21,59,13
4892,9.95121951219511,51,77,21,201,21,59,13
4893,1.01563783549654,48,61,21,201,21,59,13
4894,9.30882352941176,51,77,21,202,21,59,13
4895,1.77108514638732,50,83,21,202,21,59,13
4896,0.787881805282418,48,61,21,202,21,59,13
4897,6.23529411764707,51,77,21,203,21,59,13
4898,1.34236687139872,50,83,21,203,21,59,13
4899,0.780875907031567,48,61,21,203,21,59,13
4900,10.5441176470588,51,77,21,191,21,59,13
4901,1.762935570483,50,83,21,191,21,59,13
4902,0.695568154037788,48,61,21,191,21,59,13
4903,13.0882352941176,51,77,21,129,22,59,13
4904,2.17051994927324,50,83,21,129,22,59,13
4905,1.02797952357192,48,61,21,129,22,59,13
4906,9.52941176470588,51,77,21,126,22,59,13
4907,2.1638083026126,50,83,21,126,22,59,13
4908,1.17748817060495,48,61,21,126,22,59,13
4909,10.0882352941176,51,77,21,198,22,59,13
4910,2.13236848322081,50,83,21,198,22,59,13
4911,1.16010065479734,48,61,21,198,22,59,13
4912,9.86764705882353,51,77,21,192,22,59,13
4913,2.25959401392799,50,83,21,192,22,59,13
4914,1.26281636278776,48,61,21,192,22,59,13
4915,9.94117647058822,51,77,21,127,22,59,13
4916,2.01238390092879,50,83,21,127,22,59,13
4917,1.05768448458221,48,61,21,127,22,59,13
4918,11,51,77,21,128,22,59,13
4919,2.12601468882876,50,83,21,128,22,59,13
4920,1.15122972265829,48,61,21,128,22,59,13
4921,12.0147058823529,51,77,21,196,22,59,13
4922,2.59833604722166,50,83,21,196,22,59,13
4923,1.0587509589666,48,61,21,196,22,59,13
4924,12.1029411764706,51,77,21,200,22,59,13
4925,2.52039591346743,50,83,21,200,22,59,13
4926,1.43416769480633,48,61,21,200,22,59,13
4927,12.2352941176471,51,77,21,201,22,59,13
4928,2.54424914070432,50,83,21,201,22,59,13
4929,1.41171040932815,48,61,21,201,22,59,13
4930,8.85294117647059,51,77,21,202,22,59,13
4931,1.90099660220541,50,83,21,202,22,59,13
4932,1.09566103669191,48,61,21,202,22,59,13
4933,15.8235294117647,51,77,21,203,22,59,13
4934,3.26999987843866,50,83,21,203,22,59,13
4935,1.80799010646306,48,61,21,203,22,59,13
4936,13.5294117647059,51,77,21,191,22,59,13
4937,2.57654004279297,50,83,21,191,22,59,13
4938,1.37886381621544,48,61,21,191,22,59,13
4939,8.11764705882352,51,77,21,129,21,59,13
4940,0.948323254535458,50,83,21,129,21,59,13
4941,0.644564638623434,48,61,21,129,21,59,13
4942,6.23529411764707,51,77,21,126,21,59,13
4943,1.18654502714502,50,83,21,126,21,59,13
4944,0.636319432355043,48,61,21,126,21,59,13
4945,13.8382352941177,51,77,21,198,21,59,13
4946,2.18199862726548,50,83,21,198,21,59,13
4947,1.04039059424988,48,61,21,198,21,59,13
4948,5.83823529411765,51,77,21,192,21,59,13
4949,1.35930973087722,50,83,21,192,21,59,13
4950,0.989531405782653,48,61,21,192,21,59,13
4951,14.2205882352941,51,77,21,127,21,59,13
4952,2.39645908919685,50,83,21,127,21,59,13
4953,0.893870654050796,48,61,21,127,21,59,13
4954,10.4852941176471,51,77,21,128,21,59,13
4955,1.53810974294368,50,83,21,128,21,59,13
4956,0.857622617180358,48,61,21,128,21,59,13
