measurement_id,observation_id,value,trait_id,standard_id,method_id
10152,2927,165,6,26,7
10153,2927,0,7,28,9
10154,2927,16,10,48,5
10155,2928,165,6,26,7
10156,2928,3,7,28,9
10157,2928,dead,9,26,12
10158,2929,165,6,26,7
10159,2929,4,7,28,9
10160,2929,dead,9,26,12
10161,2930,165,6,26,7
10162,2930,5,7,28,9
10163,2930,dead,9,26,12
10164,2931,166,6,26,7
10165,2931,0,7,28,9
10166,2931,5.5,10,48,5
10167,2932,166,6,26,7
10168,2932,3,7,28,9
10169,2932,8.5,10,48,5
10170,2932,alive,9,26,12
10171,2933,166,6,26,7
10172,2933,4,7,28,9
10173,2933,10,10,48,5
10174,2933,alive,9,26,12
10175,2934,166,6,26,7
10176,2934,5,7,28,9
10177,2934,dead,9,26,12
10178,2935,169,6,26,7
10179,2935,0,7,28,9
10180,2935,9.5,10,48,5
10181,2936,169,6,26,7
10182,2936,3,7,28,9
10183,2936,13.5,10,48,5
10184,2936,alive,9,26,12
10185,2937,169,6,26,7
10186,2937,4,7,28,9
10187,2937,dead,9,26,12
10188,2938,169,6,26,7
10189,2938,5,7,28,9
10190,2938,dead,9,26,12
10191,2939,196,6,26,7
10192,2939,0,7,28,9
10193,2939,14,10,48,5
10194,2940,196,6,26,7
10195,2940,3,7,28,9
10196,2940,25.5,10,48,5
10197,2940,alive,9,26,12
10198,2941,196,6,26,7
10199,2941,4,7,28,9
10200,2941,28,10,48,5
10201,2941,alive,9,26,12
10202,2942,196,6,26,7
10203,2942,5,7,28,9
10204,2942,28,10,48,5
10205,2942,alive,9,26,12
10206,2943,200,6,26,7
10207,2943,0,7,28,9
10208,2943,11.5,10,48,5
10209,2944,200,6,26,7
10210,2944,3,7,28,9
10211,2944,24,10,48,5
10212,2944,alive,9,26,12
10213,2946,117,6,26,7
10214,2946,0,7,28,9
10215,2946,17,10,48,5
10216,2947,117,6,26,7
10217,2947,3,7,28,9
10218,2947,27,10,48,5
10219,2947,alive,9,26,12
10220,2948,117,6,26,7
10221,2948,4,7,28,9
10222,2948,dead,9,26,12
10223,2949,117,6,26,7
10224,2949,5,7,28,9
10225,2949,dead,9,26,12
10226,2950,119,6,26,7
10227,2950,0,7,28,9
10228,2950,7,10,48,5
10229,2951,119,6,26,7
10230,2951,3,7,28,9
10231,2951,25,10,48,5
10232,2951,alive,9,26,12
10233,2952,119,6,26,7
10234,2952,4,7,28,9
10235,2952,19.5,10,48,5
10236,2952,alive,9,26,12
10237,2953,119,6,26,7
10238,2953,5,7,28,9
10239,2953,19,10,48,5
10240,2953,alive,9,26,12
10241,2954,120,6,26,7
10242,2954,0,7,28,9
10243,2954,14,10,48,5
10244,2955,120,6,26,7
10245,2955,3,7,28,9
10246,2955,24,10,48,5
10247,2955,alive,9,26,12
10248,2956,120,6,26,7
10249,2956,4,7,28,9
10250,2956,dead,9,26,12
10251,2957,120,6,26,7
10252,2957,5,7,28,9
10253,2957,dead,9,26,12
10254,2958,138,6,26,7
10255,2958,0,7,28,9
10256,2958,11,10,48,5
10257,2959,138,6,26,7
10258,2959,3,7,28,9
10259,2959,40,10,48,5
10260,2959,alive,9,26,12
10261,2960,138,6,26,7
10262,2960,4,7,28,9
10263,2960,40,10,48,5
10264,2960,alive,9,26,12
10265,2961,138,6,26,7
10266,2961,5,7,28,9
10267,2961,32,10,48,5
10268,2961,alive,9,26,12
10269,2962,150,6,26,7
10270,2962,0,7,28,9
10271,2962,7,10,48,5
10272,2963,150,6,26,7
10273,2963,3,7,28,9
10274,2963,14.5,10,48,5
10275,2963,alive,9,26,12
10276,2964,150,6,26,7
10277,2964,4,7,28,9
10278,2964,17,10,48,5
10279,2964,alive,9,26,12
10280,2965,150,6,26,7
10281,2965,5,7,28,9
10282,2965,22.5,10,48,5
10283,2965,alive,9,26,12
10284,2966,161,6,26,7
10285,2966,0,7,28,9
10286,2966,11,10,48,5
10287,2967,161,6,26,7
10288,2967,3,7,28,9
10289,2967,22,10,48,5
10290,2967,alive,9,26,12
10291,2968,161,6,26,7
10292,2968,4,7,28,9
10293,2968,26,10,48,5
10294,2968,alive,9,26,12
10295,2969,161,6,26,7
10296,2969,5,7,28,9
10297,2969,26,10,48,5
10298,2969,alive,9,26,12
10299,2970,164,6,26,7
10300,2970,0,7,28,9
10301,2970,9,10,48,5
10302,2971,164,6,26,7
10303,2971,3,7,28,9
10304,2971,dead,9,26,12
10305,2972,164,6,26,7
10306,2972,4,7,28,9
10307,2972,dead,9,26,12
10308,2973,164,6,26,7
10309,2973,5,7,28,9
10310,2973,dead,9,26,12
10311,2974,181,6,26,7
10312,2974,0,7,28,9
10313,2974,17,10,48,5
10314,2975,181,6,26,7
10315,2975,3,7,28,9
10316,2975,28,10,48,5
10317,2975,alive,9,26,12
10318,2976,181,6,26,7
10319,2976,4,7,28,9
10320,2976,41.5,10,48,5
10321,2976,alive,9,26,12
10322,2977,181,6,26,7
10323,2977,5,7,28,9
10324,2977,dead,9,26,12
10325,2978,183,6,26,7
10326,2978,0,7,28,9
10327,2978,14.5,10,48,5
10328,2979,183,6,26,7
10329,2979,3,7,28,9
10330,2979,dead,9,26,12
10331,2980,183,6,26,7
10332,2980,4,7,28,9
10333,2980,dead,9,26,12
10334,2981,192,6,26,7
10335,2981,0,7,28,9
10336,2981,13,10,48,5
10337,2982,192,6,26,7
10338,2982,3,7,28,9
10339,2982,40.5,10,48,5
10340,2982,alive,9,26,12
10341,2983,192,6,26,7
10342,2983,4,7,28,9
10343,2983,42,10,48,5
10344,2983,alive,9,26,12
10345,2985,106,6,26,7
10346,2985,0,7,28,9
10347,2985,9.5,10,48,5
10348,2986,106,6,26,7
10349,2986,3,7,28,9
10350,2986,dead,9,26,12
10351,2987,106,6,26,7
10352,2987,4,7,28,9
10353,2987,dead,9,26,12
10354,2988,106,6,26,7
10355,2988,5,7,28,9
10356,2988,dead,9,26,12
10357,2989,107,6,26,7
10358,2989,0,7,28,9
10359,2989,10.5,10,48,5
10360,2990,107,6,26,7
10361,2990,3,7,28,9
10362,2990,dead,9,26,12
10363,2991,107,6,26,7
10364,2991,4,7,28,9
10365,2991,dead,9,26,12
10366,2992,107,6,26,7
10367,2992,5,7,28,9
10368,2992,dead,9,26,12
10369,2993,109,6,26,7
10370,2993,0,7,28,9
10371,2993,9,10,48,5
10372,2994,109,6,26,7
10373,2994,3,7,28,9
10374,2994,dead,9,26,12
10375,2995,109,6,26,7
10376,2995,4,7,28,9
10377,2995,14.5,10,48,5
10378,2995,alive,9,26,12
10379,2996,109,6,26,7
10380,2996,5,7,28,9
10381,2996,dead,9,26,12
10382,2997,136,6,26,7
10383,2997,0,7,28,9
10384,2997,11,10,48,5
10385,2998,136,6,26,7
10386,2998,3,7,28,9
10387,2998,17,10,48,5
10388,2998,alive,9,26,12
10389,2999,136,6,26,7
10390,2999,4,7,28,9
10391,2999,19.5,10,48,5
10392,2999,alive,9,26,12
10393,3000,136,6,26,7
10394,3000,5,7,28,9
10395,3000,19.5,10,48,5
10396,3000,alive,9,26,12
10397,3001,147,6,26,7
10398,3001,0,7,28,9
10399,3001,8,10,48,5
10400,3002,147,6,26,7
10401,3002,3,7,28,9
10402,3002,8.5,10,48,5
10403,3002,alive,9,26,12
10404,3003,147,6,26,7
10405,3003,4,7,28,9
10406,3003,13,10,48,5
10407,3003,alive,9,26,12
10408,3004,147,6,26,7
10409,3004,5,7,28,9
10410,3004,11,10,48,5
10411,3004,alive,9,26,12
10412,3005,167,6,26,7
10413,3005,0,7,28,9
10414,3005,10,10,48,5
10415,3006,167,6,26,7
10416,3006,3,7,28,9
10417,3006,dead,9,26,12
10418,3007,167,6,26,7
10419,3007,4,7,28,9
10420,3007,dead,9,26,12
10421,3008,167,6,26,7
10422,3008,5,7,28,9
10423,3008,dead,9,26,12
10424,3009,170,6,26,7
10425,3009,0,7,28,9
10426,3009,6.5,10,48,5
10427,3010,170,6,26,7
10428,3010,3,7,28,9
10429,3010,dead,9,26,12
10430,3011,170,6,26,7
10431,3011,4,7,28,9
10432,3011,dead,9,26,12
10433,3012,170,6,26,7
10434,3012,5,7,28,9
10435,3012,dead,9,26,12
10436,3013,182,6,26,7
10437,3013,0,7,28,9
10438,3013,11,10,48,5
10439,3014,182,6,26,7
10440,3014,3,7,28,9
10441,3014,dead,9,26,12
10442,3015,182,6,26,7
10443,3015,4,7,28,9
10444,3015,dead,9,26,12
10445,3016,189,6,26,7
10446,3016,0,7,28,9
10447,3016,10,10,48,5
10448,3017,189,6,26,7
10449,3017,3,7,28,9
10450,3017,12.5,10,48,5
10451,3017,alive,9,26,12
10452,3018,189,6,26,7
10453,3018,4,7,28,9
10454,3018,13.5,10,48,5
10455,3018,alive,9,26,12
10456,3019,189,6,26,7
10457,3019,5,7,28,9
10458,3019,16.5,10,48,5
10459,3019,alive,9,26,12
10460,3020,194,6,26,7
10461,3020,0,7,28,9
10462,3020,8,10,48,5
10463,3021,194,6,26,7
10464,3021,3,7,28,9
10465,3021,dead,9,26,12
10466,3023,114,6,26,7
10467,3023,0,7,28,9
10468,3023,10,10,48,5
10469,3024,114,6,26,7
10470,3024,3,7,28,9
10471,3024,dead,9,26,12
10472,3025,114,6,26,7
10473,3025,4,7,28,9
10474,3025,dead,9,26,12
10475,3026,114,6,26,7
10476,3026,5,7,28,9
10477,3026,dead,9,26,12
10478,3027,118,6,26,7
10479,3027,0,7,28,9
10480,3027,6.5,10,48,5
10481,3028,118,6,26,7
10482,3028,3,7,28,9
10483,3028,10,10,48,5
10484,3028,alive,9,26,12
10485,3029,118,6,26,7
10486,3029,4,7,28,9
10487,3029,11,10,48,5
10488,3029,alive,9,26,12
10489,3030,118,6,26,7
10490,3030,5,7,28,9
10491,3030,11.5,10,48,5
10492,3030,alive,9,26,12
10493,3031,118,6,26,7
10494,3031,8,7,28,9
10495,3031,12,10,48,5
10496,3031,alive,9,26,12
10497,3032,123,6,26,7
10498,3032,0,7,28,9
10499,3032,9,10,48,5
10500,3033,123,6,26,7
10501,3033,3,7,28,9
10502,3033,dead,9,26,12
10503,3034,123,6,26,7
10504,3034,4,7,28,9
10505,3034,dead,9,26,12
10506,3035,123,6,26,7
10507,3035,5,7,28,9
10508,3035,dead,9,26,12
10509,3036,132,6,26,7
10510,3036,0,7,28,9
10511,3036,7.5,10,48,5
10512,3037,132,6,26,7
10513,3037,3,7,28,9
10514,3037,10.5,10,48,5
10515,3037,alive,9,26,12
10516,3038,132,6,26,7
10517,3038,4,7,28,9
10518,3038,12,10,48,5
10519,3038,alive,9,26,12
10520,3039,132,6,26,7
10521,3039,5,7,28,9
10522,3039,10,10,48,5
10523,3039,alive,9,26,12
10524,3040,133,6,26,7
10525,3040,0,7,28,9
10526,3040,9,10,48,5
10527,3041,133,6,26,7
10528,3041,3,7,28,9
10529,3041,dead,9,26,12
10530,3042,133,6,26,7
10531,3042,4,7,28,9
10532,3042,dead,9,26,12
10533,3043,133,6,26,7
10534,3043,5,7,28,9
10535,3043,dead,9,26,12
10536,3044,151,6,26,7
10537,3044,0,7,28,9
10538,3044,13.5,10,48,5
10539,3045,151,6,26,7
10540,3045,3,7,28,9
10541,3045,dead,9,26,12
10542,3046,151,6,26,7
10543,3046,4,7,28,9
10544,3046,dead,9,26,12
10545,3047,154,6,26,7
10546,3047,0,7,28,9
10547,3047,7,10,48,5
10548,3048,154,6,26,7
10549,3048,3,7,28,9
10550,3048,5,10,48,5
10551,3048,alive,9,26,12
10552,3049,154,6,26,7
10553,3049,4,7,28,9
10554,3049,5,10,48,5
10555,3049,alive,9,26,12
10556,3050,154,6,26,7
10557,3050,5,7,28,9
10558,3050,dead,9,26,12
10559,3051,190,6,26,7
10560,3051,0,7,28,9
10561,3051,7.5,10,48,5
10562,3052,190,6,26,7
10563,3052,3,7,28,9
10564,3052,13,10,48,5
10565,3052,alive,9,26,12
10566,3053,190,6,26,7
10567,3053,5,7,28,9
10568,3053,10.5,10,48,5
10569,3053,alive,9,26,12
10570,3054,191,6,26,7
10571,3054,0,7,28,9
10572,3054,14.5,10,48,5
10573,3055,191,6,26,7
10574,3055,3,7,28,9
10575,3055,30.5,10,48,5
10576,3055,alive,9,26,12
10577,3056,191,6,26,7
10578,3056,4,7,28,9
10579,3056,29,10,48,5
10580,3056,alive,9,26,12
10581,3057,197,6,26,7
10582,3057,0,7,28,9
10583,3057,7.5,10,48,5
10584,3058,197,6,26,7
10585,3058,3,7,28,9
10586,3058,14.5,10,48,5
10587,3058,alive,9,26,12
10588,3059,197,6,26,7
10589,3059,4,7,28,9
10590,3059,15,10,48,5
10591,3059,alive,9,26,12
10592,3061,103,6,26,7
10593,3061,0,7,28,9
10594,3061,16,10,48,5
10595,3062,103,6,26,7
10596,3062,3,7,28,9
10597,3062,dead,9,26,12
10598,3063,103,6,26,7
10599,3063,4,7,28,9
10600,3063,dead,9,26,12
10601,3064,103,6,26,7
10602,3064,5,7,28,9
10603,3064,dead,9,26,12
10604,3065,111,6,26,7
10605,3065,0,7,28,9
10606,3065,12,10,48,5
10607,3066,111,6,26,7
10608,3066,3,7,28,9
10609,3066,19,10,48,5
10610,3066,alive,9,26,12
10611,3067,111,6,26,7
10612,3067,4,7,28,9
10613,3067,18,10,48,5
10614,3067,alive,9,26,12
10615,3068,111,6,26,7
10616,3068,5,7,28,9
10617,3068,dead,9,26,12
10618,3069,112,6,26,7
10619,3069,0,7,28,9
10620,3069,8.5,10,48,5
10621,3070,112,6,26,7
10622,3070,3,7,28,9
10623,3070,dead,9,26,12
10624,3071,112,6,26,7
10625,3071,4,7,28,9
10626,3071,dead,9,26,12
10627,3072,112,6,26,7
10628,3072,5,7,28,9
10629,3072,dead,9,26,12
10630,3073,126,6,26,7
10631,3073,0,7,28,9
10632,3073,7,10,48,5
10633,3074,126,6,26,7
10634,3074,3,7,28,9
10635,3074,dead,9,26,12
10636,3075,126,6,26,7
10637,3075,4,7,28,9
10638,3075,dead,9,26,12
10639,3076,126,6,26,7
10640,3076,5,7,28,9
10641,3076,dead,9,26,12
10642,3077,128,6,26,7
10643,3077,0,7,28,9
10644,3077,9,10,48,5
10645,3078,128,6,26,7
10646,3078,3,7,28,9
10647,3078,18.5,10,48,5
10648,3078,alive,9,26,12
10649,3079,128,6,26,7
10650,3079,4,7,28,9
10651,3079,23,10,48,5
10652,3079,alive,9,26,12
10653,3080,128,6,26,7
10654,3080,5,7,28,9
10655,3080,23,10,48,5
10656,3080,alive,9,26,12
10657,3081,128,6,26,7
10658,3081,8,7,28,9
10659,3081,22.5,10,48,5
10660,3081,alive,9,26,12
10661,3082,153,6,26,7
10662,3082,0,7,28,9
10663,3082,8,10,48,5
10664,3083,153,6,26,7
10665,3083,3,7,28,9
10666,3083,16.5,10,48,5
10667,3083,alive,9,26,12
10668,3084,153,6,26,7
10669,3084,4,7,28,9
10670,3084,20,10,48,5
10671,3084,alive,9,26,12
10672,3085,153,6,26,7
10673,3085,5,7,28,9
10674,3085,21,10,48,5
10675,3085,alive,9,26,12
10676,3086,184,6,26,7
10677,3086,0,7,28,9
10678,3086,7.5,10,48,5
10679,3087,184,6,26,7
10680,3087,3,7,28,9
10681,3087,10.5,10,48,5
10682,3087,alive,9,26,12
10683,3088,184,6,26,7
10684,3088,4,7,28,9
10685,3088,11,10,48,5
10686,3088,alive,9,26,12
10687,3089,184,6,26,7
10688,3089,5,7,28,9
10689,3089,dead,9,26,12
10690,3090,188,6,26,7
10691,3090,0,7,28,9
10692,3090,10,10,48,5
10693,3091,188,6,26,7
10694,3091,3,7,28,9
10695,3091,19,10,48,5
10696,3091,alive,9,26,12
10697,3092,188,6,26,7
10698,3092,4,7,28,9
10699,3092,21,10,48,5
10700,3092,alive,9,26,12
10701,3093,188,6,26,7
10702,3093,5,7,28,9
10703,3093,20.5,10,48,5
10704,3093,alive,9,26,12
10705,3094,199,6,26,7
10706,3094,0,7,28,9
10707,3094,13,10,48,5
10708,3095,199,6,26,7
10709,3095,3,7,28,9
10710,3095,15.5,10,48,5
10711,3095,alive,9,26,12
10712,3096,199,6,26,7
10713,3096,4,7,28,9
10714,3096,17,10,48,5
10715,3096,alive,9,26,12
10716,3098,113,6,26,7
10717,3098,0,7,28,9
10718,3098,7.5,10,48,5
10719,3099,113,6,26,7
10720,3099,3,7,28,9
10721,3099,12.5,10,48,5
10722,3099,alive,9,26,12
10723,3100,113,6,26,7
10724,3100,4,7,28,9
10725,3100,15.5,10,48,5
10726,3100,alive,9,26,12
10727,3101,113,6,26,7
10728,3101,5,7,28,9
10729,3101,dead,9,26,12
10730,3102,121,6,26,7
10731,3102,0,7,28,9
10732,3102,11,10,48,5
10733,3103,121,6,26,7
10734,3103,3,7,28,9
10735,3103,dead,9,26,12
10736,3104,121,6,26,7
10737,3104,4,7,28,9
10738,3104,dead,9,26,12
10739,3105,121,6,26,7
10740,3105,5,7,28,9
10741,3105,dead,9,26,12
10742,3106,124,6,26,7
10743,3106,0,7,28,9
10744,3106,11.5,10,48,5
10745,3107,124,6,26,7
10746,3107,3,7,28,9
10747,3107,26,10,48,5
10748,3107,alive,9,26,12
10749,3108,124,6,26,7
10750,3108,4,7,28,9
10751,3108,25.5,10,48,5
10752,3108,alive,9,26,12
10753,3109,124,6,26,7
10754,3109,5,7,28,9
10755,3109,dead,9,26,12
10756,3110,13.4,6,26,7
10757,3110,0,7,28,9
10758,3110,9.5,10,48,5
10759,3111,134,6,26,7
10760,3111,3,7,28,9
10761,3111,dead,9,26,12
10762,3112,134,6,26,7
10763,3112,4,7,28,9
10764,3112,dead,9,26,12
10765,3113,134,6,26,7
10766,3113,5,7,28,9
10767,3113,dead,9,26,12
10768,3114,139,6,26,7
10769,3114,0,7,28,9
10770,3114,14.5,10,48,5
10771,3115,139,6,26,7
10772,3115,3,7,28,9
10773,3115,28,10,48,5
10774,3115,alive,9,26,12
10775,3116,139,6,26,7
10776,3116,4,7,28,9
10777,3116,34,10,48,5
10778,3116,alive,9,26,12
10779,3117,139,6,26,7
10780,3117,5,7,28,9
10781,3117,27,10,48,5
10782,3117,alive,9,26,12
10783,3118,162,6,26,7
10784,3118,0,7,28,9
10785,3118,8,10,48,5
10786,3119,162,6,26,7
10787,3119,3,7,28,9
10788,3119,18,10,48,5
10789,3119,alive,9,26,12
10790,3120,162,6,26,7
10791,3120,4,7,28,9
10792,3120,23.5,10,48,5
10793,3120,alive,9,26,12
10794,3121,162,6,26,7
10795,3121,5,7,28,9
10796,3121,25,10,48,5
10797,3121,alive,9,26,12
10798,3122,171,6,26,7
10799,3122,0,7,28,9
10800,3122,7,10,48,5
10801,3123,171,6,26,7
10802,3123,3,7,28,9
10803,3123,9.5,10,48,5
10804,3123,alive,9,26,12
10805,3124,171,6,26,7
10806,3124,4,7,28,9
10807,3124,12,10,48,5
10808,3124,alive,9,26,12
10809,3125,171,6,26,7
10810,3125,5,7,28,9
10811,3125,dead,9,26,12
10812,3126,177,6,26,7
10813,3126,0,7,28,9
10814,3126,9,10,48,5
10815,3127,177,6,26,7
10816,3127,3,7,28,9
10817,3127,11,10,48,5
10818,3127,alive,9,26,12
10819,3128,177,6,26,7
10820,3128,4,7,28,9
10821,3128,15,10,48,5
10822,3128,alive,9,26,12
10823,3129,180,6,26,7
10824,3129,0,7,28,9
10825,3129,7.5,10,48,5
10826,3130,180,6,26,7
10827,3130,3,7,28,9
10828,3130,10.5,10,48,5
10829,3130,alive,9,26,12
10830,3131,180,6,26,7
10831,3131,4,7,28,9
10832,3131,11,10,48,5
10833,3131,alive,9,26,12
10834,3132,180,6,26,7
10835,3132,5,7,28,9
10836,3132,dead,9,26,12
10837,3133,195,6,26,7
10838,3133,0,7,28,9
10839,3133,7,10,48,5
10840,3134,195,6,26,7
10841,3134,3,7,28,9
10842,3134,11,10,48,5
10843,3134,alive,9,26,12
10844,3135,195,6,26,7
10845,3135,4,7,28,9
10846,3135,13.5,10,48,5
10847,3135,alive,9,26,12
11105,3188,85_1,6,26,7
11106,3188,2014-06-18,15,15,11
11107,3188,30,10,48,5
11108,3188,4,11,14,13
11109,3188,3,12,14,13
11110,3188,28.5,13,17,17
11111,3189,85_1,6,26,7
11112,3189,2014-09-04,15,15,11
11113,3189,42,10,48,5
11114,3189,5,11,14,13
11115,3189,5,12,14,13
11116,3189,31.1,13,17,17
11117,3189,"partially bleached",24,75,25
11118,3190,85_1,6,26,7
11119,3190,2014-12-16,15,15,11
11120,3190,41.5,10,48,5
11121,3190,5,11,14,13
11122,3190,25.05,13,17,17
11123,3191,85_1,6,26,7
11124,3191,2015-05-22,15,15,11
11125,3191,60,10,48,5
11126,3191,10,11,14,13
11127,3191,28.55,13,17,17
11128,3192,85_2,6,26,7
11129,3192,2014-06-18,15,15,11
11130,3192,13,10,48,5
11131,3192,1,11,14,13
11132,3192,0,12,14,13
11133,3192,28.5,13,17,17
11134,3193,85_2,6,26,7
11135,3193,2014-09-04,15,15,11
11136,3193,16,10,48,5
11137,3193,1,11,14,13
11138,3193,4,12,14,13
11139,3193,31.1,13,17,17
11140,3193,"fully bleached",24,75,25
11141,3194,85_2,6,26,7
11142,3194,2014-12-16,15,15,11
11143,3194,11.5,10,48,5
11144,3194,1,11,14,13
11145,3194,25.05,13,17,17
11146,3194,dead,9,26,12
11147,3195,85_3,6,26,7
11148,3195,2014-06-18,15,15,11
11149,3195,16,10,48,5
11150,3195,3,11,14,13
11151,3195,3,12,14,13
11152,3195,28.5,13,17,17
11153,3196,85_3,6,26,7
11154,3196,2014-09-04,15,15,11
11155,3196,20,10,48,5
11156,3196,3,11,14,13
11157,3196,3,12,14,13
11158,3196,31.1,13,17,17
11159,3196,"fully bleached",24,75,25
11160,3197,85_3,6,26,7
11161,3197,2014-12-16,15,15,11
11162,3197,13.5,10,48,5
11163,3197,3,11,14,13
11164,3197,25.05,13,17,17
11165,3197,dead,9,26,12
11166,3198,85_4,6,26,7
11167,3198,2014-06-18,15,15,11
11168,3198,12,10,48,5
11169,3198,1,11,14,13
11170,3198,1,12,14,13
11171,3198,28.5,13,17,17
11172,3199,85_4,6,26,7
11173,3199,2014-09-04,15,15,11
11174,3199,15,10,48,5
11175,3199,1,11,14,13
11176,3199,3,12,14,13
11177,3199,31.1,13,17,17
11178,3199,"fully bleached",24,75,25
11179,3200,85_4,6,26,7
11180,3200,2014-12-16,15,15,11
11181,3200,18.5,10,48,5
11182,3200,2,11,14,13
11183,3200,25.05,13,17,17
11184,3201,85_4,6,26,7
11185,3201,2015-05-22,15,15,11
11186,3201,30,10,48,5
11187,3201,6,11,14,13
11188,3201,28.55,13,17,17
11189,3202,85_5,6,26,7
11190,3202,2014-06-18,15,15,11
11191,3202,16,10,48,5
11192,3202,2,11,14,13
11193,3202,2,12,14,13
11194,3202,28.5,13,17,17
11195,3203,85_5,6,26,7
11196,3203,2014-09-04,15,15,11
11197,3203,11.5,10,48,5
11198,3203,1,11,14,13
11199,3203,2,12,14,13
11200,3203,31.1,13,17,17
11201,3203,broken,24,75,25
11202,3204,85_5,6,26,7
11203,3204,2014-12-16,15,15,11
11204,3204,8.5,10,48,5
11205,3204,1,11,14,13
11206,3204,25.05,13,17,17
11207,3204,"50% mort",24,75,25
11208,3205,85_5,6,26,7
11209,3205,2015-05-22,15,15,11
11210,3205,18,10,48,5
11211,3205,4,11,14,13
11212,3205,28.55,13,17,17
11213,3206,83_6,6,26,7
11214,3206,2014-06-18,15,15,11
11215,3206,24,10,48,5
11216,3206,5,11,14,13
11217,3206,2,12,14,13
11218,3206,28.5,13,17,17
11219,3207,83_6,6,26,7
11220,3207,2014-09-04,15,15,11
11221,3207,26.5,10,48,5
11222,3207,4,11,14,13
11223,3207,5,12,14,13
11224,3207,31.1,13,17,17
11225,3207,"partially bleached",24,75,25
11226,3208,83_6,6,26,7
11227,3208,2014-12-16,15,15,11
11228,3208,23,10,48,5
11229,3208,5,11,14,13
11230,3208,25.05,13,17,17
11231,3209,83_6,6,26,7
11232,3209,2015-05-22,15,15,11
11233,3209,30,10,48,5
11234,3209,7,11,14,13
11235,3209,28.55,13,17,17
11236,3210,83_7,6,26,7
11237,3210,2014-06-18,15,15,11
11238,3210,14.5,10,48,5
11239,3210,2,11,14,13
11240,3210,1,12,14,13
11241,3210,28.5,13,17,17
11242,3211,83_7,6,26,7
11243,3211,2014-09-04,15,15,11
11244,3211,29,10,48,5
11245,3211,6,11,14,13
11246,3211,6,12,14,13
11247,3211,31.1,13,17,17
11248,3211,"fully bleached",24,75,25
11249,3212,83_7,6,26,7
11250,3212,2014-12-16,15,15,11
11251,3212,37,10,48,5
11252,3212,6,11,14,13
11253,3212,25.05,13,17,17
11254,3213,83_7,6,26,7
11255,3213,2015-05-22,15,15,11
11256,3213,50,10,48,5
11257,3213,13,11,14,13
11258,3213,28.55,13,17,17
11259,3214,83_8,6,26,7
11260,3214,2014-06-18,15,15,11
11261,3214,20,10,48,5
11262,3214,3,11,14,13
11263,3214,3,12,14,13
11264,3214,28.5,13,17,17
11265,3215,83_8,6,26,7
11266,3215,2014-09-04,15,15,11
11267,3215,22.5,10,48,5
11268,3215,3,11,14,13
11269,3215,3,12,14,13
11270,3215,31.1,13,17,17
11271,3215,"fully bleached",24,75,25
11272,3216,83_8,6,26,7
11273,3216,2014-12-16,15,15,11
11274,3216,22,10,48,5
11275,3216,3,11,14,13
11276,3216,25.05,13,17,17
11277,3217,83_8,6,26,7
11278,3217,2015-05-22,15,15,11
11279,3217,35,10,48,5
11280,3217,7,11,14,13
11281,3217,28.55,13,17,17
11282,3218,83_9,6,26,7
11283,3218,2014-06-18,15,15,11
11284,3218,12,10,48,5
11285,3218,2,11,14,13
11286,3218,1,12,14,13
11287,3218,28.5,13,17,17
11288,3219,83_9,6,26,7
11289,3219,2014-09-04,15,15,11
11290,3219,16.5,10,48,5
11291,3219,3,11,14,13
11292,3219,3,12,14,13
11293,3219,31.1,13,17,17
11294,3219,"partially bleached",24,75,25
11295,3220,83_9,6,26,7
11296,3220,2014-12-16,15,15,11
11297,3220,15.5,10,48,5
11298,3220,3,11,14,13
11299,3220,25.05,13,17,17
11300,3221,83_9,6,26,7
11301,3221,2015-05-22,15,15,11
11302,3221,20,10,48,5
11303,3221,3,11,14,13
11304,3221,28.55,13,17,17
11305,3222,83_10,6,26,7
11306,3222,2014-06-18,15,15,11
11307,3222,19,10,48,5
11308,3222,2,11,14,13
11309,3222,2,12,14,13
11310,3222,28.5,13,17,17
11311,3223,83_10,6,26,7
11312,3223,2014-09-04,15,15,11
11313,3223,26,10,48,5
11314,3223,4,11,14,13
11315,3223,6,12,14,13
11316,3223,31.1,13,17,17
11317,3223,"fully bleached",24,75,25
11318,3224,83_10,6,26,7
11319,3224,2014-12-16,15,15,11
11320,3224,27.5,10,48,5
11321,3224,4,11,14,13
11322,3224,25.05,13,17,17
11323,3225,83_10,6,26,7
11324,3225,2015-05-22,15,15,11
11325,3225,35,10,48,5
11326,3225,7,11,14,13
11327,3225,28.55,13,17,17
11328,3226,86_1,6,26,7
11329,3226,2014-06-18,15,15,11
11330,3226,18,10,48,5
11331,3226,3,11,14,13
11332,3226,3,12,14,13
11333,3226,27.9,13,17,17
11334,3227,86_1,6,26,7
11335,3227,2014-09-04,15,15,11
11336,3227,24,10,48,5
11337,3227,3,11,14,13
11338,3227,4,12,14,13
11339,3227,30.5,13,17,17
11340,3227,pale,24,75,25
11341,3228,86_1,6,26,7
11342,3228,2014-12-16,15,15,11
11343,3228,24,10,48,5
11344,3228,3,11,14,13
11345,3228,24.24,13,17,17
11346,3229,86_1,6,26,7
11347,3229,2015-05-22,15,15,11
11348,3229,20,10,48,5
11349,3229,4,11,14,13
11350,3229,28.92,13,17,17
11351,3230,86_2,6,26,7
11352,3230,2014-06-18,15,15,11
11353,3230,21,10,48,5
11354,3230,3,11,14,13
